"geoscale";"timescale";"module";"eucalc-name";"lever";"level";"string-pivot";"type-prefix";"module-prefix";"element";"item";"unit";"value";"interaction-file";"reference-id"
"constant";"constant";"constants";"cp_refinery-emission-factor_diesel[MtCO2/TWh]";"none";0;"none";"none";"cp";"refinery-emission-factor";"diesel";"MtCO2/TWh";0.241;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_refinery-emission-factor_gasoline[MtCO2/TWh]";"none";0;"none";"none";"cp";"refinery-emission-factor";"gasoline";"MtCO2/TWh";0.241;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_refinery-emission-factor_fuel-oil[MtCO2/TWh]";"none";0;"none";"none";"cp";"refinery-emission-factor";"fuel-oil";"MtCO2/TWh";0.241;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_refinery-emission-factor_kerosene[MtCO2/TWh]";"none";0;"none";"none";"cp";"refinery-emission-factor";"kerosene";"MtCO2/TWh";0.241;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_refinery-emission-factor_gas[MtCO2/TWh]";"none";0;"none";"none";"cp";"refinery-emission-factor";"gas";"MtCO2/TWh";0.20052;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_refinery-emission-factor_coal[MtCO2/TWh]";"none";0;"none";"none";"cp";"refinery-emission-factor";"coal";"MtCO2/TWh";0.241;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_refinery-yield_hydrogen-to-gas[GWh/GWh]";"none";0;"none";"none";"cp";"refinery-yield";"hydrogen-to-gas";"GWh/GWh";1.372;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_hydrogen-yield_gas[GWh/GWh]";"none";0;"none";"none";"cp";"hydrogen-yield";"gas";"GWh/GWh";1.372;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_refinery-efficiency_energy-use[-]";"none";0;"none";"cp";"none";"refinery-efficiency";"energy-use";"-";0.0511;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_refinery-efficiency_loss[-]";"none";0;"none";"cp";"none";"refinery-efficiency";"loss";"-";0.0114;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_refinery-yield_diesel[-]";"none";0;"none";"cp";"none";"refinery-yield";"diesel";"-";0.43;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_refinery-yield_fuel-oil[-]";"none";0;"none";"cp";"none";"refinery-yield";"fuel-oil";"-";0.1679;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_refinery-yield_gasoline[-]";"none";0;"none";"cp";"none";"refinery-yield";"gasoline";"-";0.2299;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_refinery-yield_kerosene[-]";"none";0;"none";"cp";"none";"refinery-yield";"kerosene";"-";0.0573;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_fuel-based-power-efficiency_biogas[%]";"none";0;"none";"cp";"none";"fuel-based-power-efficiency";"biogas";"%";0.3174676683378785;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_fuel-based-power-efficiency_biomass[%]";"none";0;"none";"cp";"none";"fuel-based-power-efficiency";"biomass";"%";0.3116451122252524;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_fuel-based-power-efficiency_coal[%]";"none";0;"none";"cp";"none";"fuel-based-power-efficiency";"coal";"%";0.4064162127290446;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_fuel-based-power-efficiency_gas[%]";"none";0;"none";"cp";"none";"fuel-based-power-efficiency";"gas";"%";0.4176750346091175;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_fuel-based-power-efficiency_oil[%]";"none";0;"none";"cp";"none";"fuel-based-power-efficiency";"oil";"%";0.3997046547676335;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_fuel-based-power-efficiency_nuclear[%]";"none";0;"none";"none";"cp";"fuel-based-power-efficiency";"nuclear";"%";0.33;"interactions_constants";"to-fill"
"constant";"constant";"constants";"cp_tra_emission-factor_CH4_diesel[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CH4_diesel";"Mt/TWh";0.00004;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CH4_gas[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CH4_gas";"Mt/TWh";0.00027;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CH4_gasoline[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CH4_gasoline";"Mt/TWh";0.00076;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CH4_hydrogen[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CH4_hydrogen";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CH4_kerosene[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CH4_kerosene";"Mt/TWh";0.00014;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CH4_marinefueloil[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CH4_marinefueloil";"Mt/TWh";0.00011;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CO2_diesel[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CO2_diesel";"Mt/TWh";0.26534;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CO2_gas[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CO2_gas";"Mt/TWh";0.20399;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CO2_gasoline[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CO2_gasoline";"Mt/TWh";0.25199;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CO2_hydrogen[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CO2_hydrogen";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CO2_kerosene[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CO2_kerosene";"Mt/TWh";0.25814;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_CO2_marinefueloil[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"CO2_marinefueloil";"Mt/TWh";0.27529;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_N2O_diesel[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"N2O_diesel";"Mt/TWh";0.00372;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_N2O_gas[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"N2O_gas";"Mt/TWh";0.00011;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_N2O_gasoline[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"N2O_gasoline";"Mt/TWh";0.00074;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_N2O_hydrogen[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"N2O_hydrogen";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_N2O_kerosene[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"N2O_kerosene";"Mt/TWh";0.00244;"interactions_constants";"missing-reference"
"constant";"constant";"constants";"cp_tra_emission-factor_N2O_marinefueloil[Mt/TWh]";"none";0;"none";"cp";"tra";"emission-factor";"N2O_marinefueloil";"Mt/TWh";0.00391;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_electricity-heatpumps[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"electricity-heatpumps";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_electricity-heatpumps[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"electricity-heatpumps";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_gas-bio[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"gas-bio";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_gas-bio[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"gas-bio";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_liquid-bio-diesel[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"liquid-bio-diesel";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_liquid-bio-diesel[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"liquid-bio-diesel";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_liquid-bio-gasoline[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"liquid-bio-gasoline";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_liquid-bio-gasoline[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"liquid-bio-gasoline";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-bio[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"solid-bio";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-bio[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"solid-bio";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-waste[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"solid-waste";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-waste[Mt/TWh]";"none";0;"none";"none";"cp";"emission-factor_CO2";"solid-waste";"Mt/TWh";0;"interactions_constants";"to-fill"
"constant";"constant";"interactions";"cp_emission-factor_CH4_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_gas-ff-natural";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_gas-ff-natural";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_heat-ambient[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_heat-ambient";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_heat-ambient[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_heat-ambient";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_heat-geothermal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_heat-geothermal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_heat-geothermal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_heat-geothermal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_heat-solar[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_heat-solar";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_heat-solar[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_heat-solar";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_liquid-ff-heatingoil";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_liquid-ff-heatingoil";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_solid-ff-coal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CH4_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CH4_solid-ff-coal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_electricity[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_electricity";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_electricity[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_electricity";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_gas-ff-natural";"Mt/TWh";0.25;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_gas-ff-natural";"Mt/TWh";0.25;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-ambient[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-ambient";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-ambient[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-ambient";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-district[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-district";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-district[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-district";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-geothermal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-geothermal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-geothermal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-geothermal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-solar[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-solar";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_heat-solar[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_heat-solar";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_liquid-ff-heatingoil";"Mt/TWh";0.319;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_liquid-ff-heatingoil";"Mt/TWh";0.319;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_solid-ff-coal";"Mt/TWh";0.4499999999999999;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_CO2_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_CO2_solid-ff-coal";"Mt/TWh";0.4499999999999999;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_gas-ff-natural";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_gas-ff-natural";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_heat-ambient[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_heat-ambient";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_heat-ambient[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_heat-ambient";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_heat-geothermal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_heat-geothermal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_heat-geothermal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_heat-geothermal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_heat-solar[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_heat-solar";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_heat-solar[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_heat-solar";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_liquid-ff-heatingoil";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_liquid-ff-heatingoil";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_solid-ff-coal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_N2O_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_N2O_solid-ff-coal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_gas-ff-natural";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_gas-ff-natural[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_gas-ff-natural";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_liquid-ff-heatingoil";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_liquid-ff-heatingoil[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_liquid-ff-heatingoil";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_solid-bio-pellets[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_solid-bio-pellets";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_solid-bio-woodlog[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_solid-bio-woodlog";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_solid-ff-coal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_emission-factor_SO2_solid-ff-coal[Mt/TWh]";"none";0;"none";"cp";"none";"tec";"emission-factor_SO2_solid-ff-coal";"Mt/TWh";0;"interactions_constants";"missing-reference"
"constant";"constant";"interactions";"cp_conversion-factor_thousandth[%]";"none";0;"none";"cp";"cp";"conversion-factor";"thousandth";"%";0.001;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_conversion-factor_thousandth[%]";"none";0;"none";"cp";"cp";"conversion-factor";"thousandth";"%";0.001;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_unit-conversion_factor[%]";"none";0;"none";"cp";"cp";"unit-conversion";"factor";"%";0.001;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_unit-conversion_factor[%]";"none";0;"none";"cp";"cp";"unit-conversion";"factor";"%";0.001;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_packaging_aluminium-factor[%]";"none";0;"none";"cp";"cp";"packaging";"aluminium-factor";"%";2.5;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_packaging_aluminium-factor[%]";"none";0;"none";"cp";"cp";"packaging";"aluminium-factor";"%";2.5;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_appliances_charging-time-share[%]";"none";0;"none";"cp";"cp";"appliances";"charging-time-share";"%";0.1;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_appliances_charging-time-share[%]";"none";0;"none";"cp";"cp";"appliances";"charging-time-share";"%";0.1;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_time_days-per-year[days]";"none";0;"none";"cp";"none";"time";"days-per-year";"days";365;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"cp_time_days-per-year[days]";"none";0;"none";"cp";"none";"time";"days-per-year";"days";365;"interactions_constants";"interactions_constants"
"constant";"constant";"interactions";"lfs_appliances_charging-time-share[%]";"none";0;"none";"none";"lfs";"appliances";"charging-time-share";"%";0.1;"to-fill";"interactions_constants"
"constant";"constant";"interactions";"lfs_appliances_charging-time-share[%]";"none";0;"none";"none";"lfs";"appliances";"charging-time-share";"%";0.1;"to-fill";"interactions_constants"
"constant";"constant";"constants";"agr-carbon-stock_cropland_cover-crop[tC/ha]";"none";0;"none";"none";"none";"agr-carbon-stock";"cropland_cover-crop_none_none_none_none";"tC/ha";0.16;"missing-reference";"interactions_constants"
"constant";"constant";"constants";"agr-carbon-stock_cropland_cropland[tC/ha]";"none";0;"none";"none";"none";"agr-carbon-stock";"cropland_cropland_none_none_none_none";"tC/ha";2.75;"missing-reference";"interactions_constants"
"constant";"constant";"constants";"agr-carbon-stock_cropland_hedges[tC/ha]";"none";0;"none";"none";"none";"agr-carbon-stock";"cropland_hedges_none_none_none_none";"tC/ha";0.1;"missing-reference";"interactions_constants"
"constant";"constant";"constants";"agr-carbon-stock_cropland_no-till[tC/ha]";"none";0;"none";"none";"none";"agr-carbon-stock";"cropland_no-till_none_none_none_none";"tC/ha";0.1;"missing-reference";"interactions_constants"
"constant";"constant";"constants";"agr-carbon-stock_grassland_grassland[tC/ha]";"none";0;"none";"none";"none";"agr-carbon-stock";"grassland_grassland_none_none_none_none";"tC/ha";2.75;"missing-reference";"interactions_constants"
"constant";"constant";"constants";"agr-carbon-stock_grassland_hedges[tC/ha]";"none";0;"none";"none";"none";"agr-carbon-stock";"grassland_hedges_none_none_none_none";"tC/ha";0.1;"missing-reference";"interactions_constants"
"constant";"constant";"constants";"bioenergy_yield_btx_bionaphta[TWh/TWh]";"none";0;"none";"none";"none";"bioenergy";"yield_btx_bionaphta_none_none_none";"TWh/TWh";3.333333333333333;"missing-reference";"interactions_constants"
"constant";"constant";"constants";"bioenergy_yield_btx_lgn[TWh/TWh]";"none";0;"none";"none";"none";"bioenergy";"yield_btx_lgn_none_none_none";"TWh/TWh";0.4;"missing-reference";"interactions_constants"
