"geoscale";"timescale";"module";"eucalc-name";"lever";"level";"string-pivot";"type-prefix";"module-prefix";"element";"item";"unit";"value";"interaction-file";"reference-id"
"constant";"constant";"cost";"cp_cost-ind_capex-baseyear_steel_scrap-EAF_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"capex-baseyear";"steel_scrap-EAF_productive-assets";"EUR/kt";9613;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_ammonia_amm-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_ammonia_amm-tech_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_cement_dry-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_cement_dry-kiln_productive-assets";"num";-2;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_cement_geopolym_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_cement_geopolym_productive-assets";"num";-2;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_cement_wet-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_cement_wet-kiln_productive-assets";"num";-2;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_chem_chem-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_chem_chem-tech_productive-assets";"num";-0.428571428571429;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_paper_woodpulp_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_paper_woodpulp_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_steel_BF-BOF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_steel_BF-BOF_productive-assets";"num";0.142857142857143;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_steel_DRI-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_steel_DRI-EAF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_steel_hisarna_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_steel_hisarna_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_CC_steel_scrap-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"CC_steel_scrap-EAF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_aluminium_prim_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"aluminium_prim_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_aluminium_sec_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"aluminium_sec_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_amm-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"amm-tech_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_cement_dry-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"cement_dry-kiln_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_cement_wet-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"cement_wet-kiln_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_chem_chem-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"chem_chem-tech_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_glass_glass_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"glass_glass_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_lime_lime_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"lime_lime_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_paper_recycled_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"paper_recycled_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_paper_woodpulp_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"paper_woodpulp_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_steel_BF-BOF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"steel_BF-BOF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_capex-d-factor_steel_scrap-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"capex-d-factor";"steel_scrap-EAF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_ammonia_amm-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_ammonia_amm-tech_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_cement_dry-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_cement_dry-kiln_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_cement_geopolym_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_cement_geopolym_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_cement_wet-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_cement_wet-kiln_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_chem_chem-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_chem_chem-tech_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_paper_woodpulp_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_paper_woodpulp_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_steel_BF-BOF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_steel_BF-BOF_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_steel_DRI-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_steel_DRI-EAF_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_steel_hisarna_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_steel_hisarna_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_CC_steel_scrap-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"CC_steel_scrap-EAF_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_aluminium_prim_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"aluminium_prim_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_aluminium_sec_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"aluminium_sec_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_amm-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"amm-tech_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_cement_dry-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"cement_dry-kiln_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_cement_geopolym_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"cement_geopolym_productive-assets";"num";2;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_cement_wet-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"cement_wet-kiln_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_chem_chem-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"chem_chem-tech_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_glass_glass_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"glass_glass_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_lime_lime_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"lime_lime_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_paper_recycled_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"paper_recycled_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_paper_woodpulp_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"paper_woodpulp_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_steel_BF-BOF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"steel_BF-BOF_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_steel_DRI-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"steel_DRI-EAF_productive-assets";"num";2;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_steel_hisarna_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"steel_hisarna_productive-assets";"num";2;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_evolution-method_steel_scrap-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"evolution-method";"steel_scrap-EAF_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-b-factor_cement_geopolym_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-b-factor";"cement_geopolym_productive-assets";"num";-0.120294233717712;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-b-factor_steel_DRI-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-b-factor";"steel_DRI-EAF_productive-assets";"num";-0.15200309344505;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-b-factor_steel_hisarna_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-b-factor";"steel_hisarna_productive-assets";"num";-0.0892673380970874;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_ammonia_amm-tech_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_ammonia_amm-tech_productive-assets";"EUR/t";5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_cement_dry-kiln_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_cement_dry-kiln_productive-assets";"EUR/t";5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_cement_geopolym_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_cement_geopolym_productive-assets";"EUR/t";5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_cement_wet-kiln_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_cement_wet-kiln_productive-assets";"EUR/t";5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_chem_chem-tech_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_chem_chem-tech_productive-assets";"EUR/t";5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_paper_woodpulp_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_paper_woodpulp_productive-assets";"EUR/t";5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_steel_BF-BOF_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_steel_BF-BOF_productive-assets";"EUR/t";5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_steel_DRI-EAF_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_steel_DRI-EAF_productive-assets";"EUR/t";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_steel_hisarna_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_steel_hisarna_productive-assets";"EUR/t";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_CC_steel_scrap-EAF_productive-assets[EUR/t]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"CC_steel_scrap-EAF_productive-assets";"EUR/t";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_aluminium_prim_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"aluminium_prim_productive-assets";"EUR/kt";112200;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_aluminium_sec_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"aluminium_sec_productive-assets";"EUR/kt";30000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_amm-tech_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"amm-tech_productive-assets";"EUR/kt";150000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_cement_dry-kiln_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"cement_dry-kiln_productive-assets";"EUR/kt";17810;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_cement_geopolym_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"cement_geopolym_productive-assets";"EUR/kt";21370;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_cement_wet-kiln_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"cement_wet-kiln_productive-assets";"EUR/kt";17810;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_chem_chem-tech_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"chem_chem-tech_productive-assets";"EUR/kt";180000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_glass_glass_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"glass_glass_productive-assets";"EUR/kt";3560;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_lime_lime_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"lime_lime_productive-assets";"EUR/kt";30000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_paper_recycled_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"paper_recycled_productive-assets";"EUR/kt";1630;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_paper_woodpulp_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"paper_woodpulp_productive-assets";"EUR/kt";760;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_steel_BF-BOF_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"steel_BF-BOF_productive-assets";"EUR/kt";108150;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_steel_DRI-EAF_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"steel_DRI-EAF_productive-assets";"EUR/kt";15700;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_steel_hisarna_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"steel_hisarna_productive-assets";"EUR/kt";97330;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-baseyear_steel_scrap-EAF_productive-assets[EUR/kt]";"none";0;"none";"cp";"cost-ind";"opex-baseyear";"steel_scrap-EAF_productive-assets";"EUR/kt";38450;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_ammonia_amm-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_ammonia_amm-tech_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_cement_dry-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_cement_dry-kiln_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_cement_geopolym_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_cement_geopolym_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_cement_wet-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_cement_wet-kiln_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_chem_chem-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_chem_chem-tech_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_paper_woodpulp_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_paper_woodpulp_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_steel_BF-BOF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_steel_BF-BOF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_steel_DRI-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_steel_DRI-EAF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_steel_hisarna_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_steel_hisarna_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_CC_steel_scrap-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"CC_steel_scrap-EAF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_aluminium_prim_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"aluminium_prim_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_aluminium_sec_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"aluminium_sec_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_amm-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"amm-tech_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_cement_dry-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"cement_dry-kiln_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_cement_wet-kiln_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"cement_wet-kiln_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_chem_chem-tech_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"chem_chem-tech_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_glass_glass_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"glass_glass_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_lime_lime_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"lime_lime_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_paper_recycled_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"paper_recycled_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_paper_woodpulp_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"paper_woodpulp_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_steel_BF-BOF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"steel_BF-BOF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-ind_opex-d-factor_steel_scrap-EAF_productive-assets[num]";"none";0;"none";"cp";"cost-ind";"opex-d-factor";"steel_scrap-EAF_productive-assets";"num";0;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-b-factor_Ptx_productive-assets[num]";"none";0;"none";"cp";"cost-str";"capex-b-factor";"Ptx_productive-assets";"num";-0.286304185156641;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-baseyear_CAES_productive-assets[EUR/MWh]";"none";0;"none";"cp";"cost-str";"capex-baseyear";"CAES_productive-assets";"EUR/MWh";125000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-baseyear_PHS_productive-assets[EUR/MWh]";"none";0;"none";"cp";"cost-str";"capex-baseyear";"PHS_productive-assets";"EUR/MWh";100000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-baseyear_Ptx_productive-assets[EUR/MWh H2]";"none";0;"none";"cp";"cost-str";"capex-baseyear";"Ptx_productive-assets";"EUR/MWh H2";6000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-baseyear_battery_productive-assets[EUR/MWh]";"none";0;"none";"cp";"cost-str";"capex-baseyear";"battery_productive-assets";"EUR/MWh";435000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-baseyear_flywheel_productive-assets[EUR/MWh]";"none";0;"none";"cp";"cost-str";"capex-baseyear";"flywheel_productive-assets";"EUR/MWh";1750000;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-d-factor_CAES_productive-assets[num]";"none";0;"none";"cp";"cost-str";"capex-d-factor";"CAES_productive-assets";"num";-401.971428571429;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-d-factor_PHS_productive-assets[num]";"none";0;"none";"cp";"cost-str";"capex-d-factor";"PHS_productive-assets";"num";-321.571428571429;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-d-factor_Ptx_productive-assets[num]";"none";0;"none";"cp";"cost-str";"capex-d-factor";"Ptx_productive-assets";"num";-38.2857142857143;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-d-factor_battery_productive-assets[num]";"none";0;"none";"cp";"cost-str";"capex-d-factor";"battery_productive-assets";"num";-7771.42857142857;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_capex-d-factor_flywheel_productive-assets[num]";"none";0;"none";"cp";"cost-str";"capex-d-factor";"flywheel_productive-assets";"num";-5627.74285714286;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_evolution-method_CAES_productive-assets[num]";"none";0;"none";"cp";"cost-str";"evolution-method";"CAES_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_evolution-method_PHS_productive-assets[num]";"none";0;"none";"cp";"cost-str";"evolution-method";"PHS_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_evolution-method_Ptx_productive-assets[num]";"none";0;"none";"cp";"cost-str";"evolution-method";"Ptx_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_evolution-method_battery_productive-assets[num]";"none";0;"none";"cp";"cost-str";"evolution-method";"battery_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_evolution-method_flywheel_productive-assets[num]";"none";0;"none";"cp";"cost-str";"evolution-method";"flywheel_productive-assets";"num";1;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_opex-baseyear_CAES_productive-assets[EUR/kW]";"none";0;"none";"cp";"cost-str";"opex-baseyear";"CAES_productive-assets";"EUR/kW";38.5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_opex-baseyear_PHS_productive-assets[EUR/kW]";"none";0;"none";"cp";"cost-str";"opex-baseyear";"PHS_productive-assets";"EUR/kW";22.5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_opex-baseyear_battery_productive-assets[EUR/kW]";"none";0;"none";"cp";"cost-str";"opex-baseyear";"battery_productive-assets";"EUR/kW";28.7;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_opex-baseyear_flywheel_productive-assets[EUR/kW]";"none";0;"none";"cp";"cost-str";"opex-baseyear";"flywheel_productive-assets";"EUR/kW";52.5;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_opex-d-factor_CAES_productive-assets[num]";"none";0;"none";"cp";"cost-str";"opex-d-factor";"CAES_productive-assets";"num";0.000152617568766637;"interactions_constants";"missing-reference"
"constant";"constant";"cost";"cp_cost-str_opex-d-factor_PHS_productive-assets[num]";"none";0;"none";"cp";"cost-str";"opex-d-factor";"PHS_productive-assets";"num";0.0000887311446317658;"interactions_constants";"missing-reference"
